51.833;0.54213
52.000;0.54196
52.167;0.54179
52.333;0.54162
52.500;0.54145
52.667;0.54128
52.833;0.54111
53.000;0.54094
53.167;0.54077
53.333;0.54060
53.500;0.54043
53.667;0.54026
53.833;0.54009
54.000;0.53992
54.167;0.53975
54.333;0.53958
54.500;0.53941
54.667;0.53924
54.833;0.53907
55.000;0.53890
55.167;0.53873
55.333;0.53856
55.500;0.53839
55.667;0.53822
55.833;0.53805
56.000;0.53788
56.167;0.53771
56.333;0.53754
56.500;0.53737
56.667;0.53720
56.833;0.53703
57.000;0.53686
57.167;0.53669
57.333;0.53652
57.500;0.53635
57.667;0.53618
57.833;0.53601
58.000;0.53584
58.167;0.53567
58.333;0.53550
58.500;0.53533
58.667;0.53516
58.833;0.53499
59.000;0.53482
59.167;0.53465
59.333;0.53448
59.500;0.53431
59.667;0.53414
59.833;0.53397
60.000;0.53380
60.167;0.53363
60.333;0.53346
60.500;0.53329
60.667;0.53312
60.833;0.53295
61.000;0.53278
61.167;0.53261
61.333;0.53244
61.500;0.53227
61.667;0.53210
61.833;0.53193
62.000;0.53176
62.167;0.53159
62.333;0.53142
62.500;0.53125
62.667;0.53108
62.833;0.53091
63.000;0.53074
63.167;0.53057
63.333;0.53040
63.500;0.53023
63.667;0.53006
63.833;0.52989
64.000;0.52972
64.167;0.52955
64.333;0.52938
64.500;0.52921
64.667;0.52904
64.833;0.52887
65.000;0.52870
65.167;0.52853
65.333;0.52836
65.500;0.52819
65.667;0.52802
65.833;0.52785
66.000;0.52768
66.167;0.52751
66.333;0.52734
66.500;0.52717
66.667;0.52700
66.833;0.52683
67.000;0.52666
67.167;0.52649
67.333;0.52632
67.500;0.52615
67.667;0.52598
67.833;0.52581
68.000;0.52564
68.167;0.52547
68.333;0.52530
68.500;0.52513
68.667;0.52496
68.833;0.52479
69.000;0.52462
69.167;0.52445
69.333;0.52428
69.500;0.52411
69.667;0.52394
69.833;0.52377
70.000;0.52360
70.167;0.52343
70.333;0.52326
70.500;0.52309
70.667;0.52292
70.833;0.52275
71.000;0.52258
71.167;0.52241
71.333;0.52224
71.500;0.52207
71.667;0.52190
71.833;0.52173
72.000;0.52156
72.167;0.52139
72.333;0.52122
72.500;0.52105
72.667;0.52088
72.833;0.52071
73.000;0.52054
73.167;0.52037
73.333;0.52020
73.500;0.52003
73.667;0.51986
73.833;0.51969
74.000;0.51952
74.167;0.51935
74.333;0.51918
74.500;0.51901
74.667;0.51884
74.833;0.51867
75.000;0.51850
75.167;0.51833
75.333;0.51816
75.500;0.51799
75.667;0.51782
75.833;0.51765
76.000;0.51748
76.167;0.51731
76.333;0.51714
76.500;0.51697
76.667;0.51680
76.833;0.51663
77.000;0.51646
77.167;0.51629
77.333;0.51612
77.500;0.51595
77.667;0.51578
77.833;0.51561
78.000;0.51544
78.167;0.51527
78.333;0.51510
78.500;0.51493
78.667;0.51476
78.833;0.51459
79.000;0.51442
79.167;0.51425
79.333;0.51408
79.500;0.51391
79.667;0.51374
79.833;0.51357
80.000;0.51340
80.167;0.51323
80.333;0.51306
80.500;0.51289
80.667;0.51272
80.833;0.51255
81.000;0.51238
81.167;0.51221
81.333;0.51204
81.500;0.51187
81.667;0.51170
81.833;0.51153
82.000;0.51136
82.167;0.51119
82.333;0.51102
82.500;0.51085
82.667;0.51068
82.833;0.51051
83.000;0.51034
83.167;0.51017
83.333;0.51000
83.500;0.50974
83.667;0.50954
83.833;0.50934
84.000;0.50914
84.167;0.50894
84.333;0.50874
84.500;0.50854
84.667;0.50834
84.833;0.50814
85.000;0.50794
85.167;0.50774
85.333;0.50754
85.500;0.50734
85.667;0.50714
85.833;0.50694
86.000;0.50674
86.167;0.50654
86.333;0.50634
86.500;0.50614
86.667;0.50594
86.833;0.50574
87.000;0.50554
87.167;0.50534
87.333;0.50514
87.500;0.50494
87.667;0.50474
87.833;0.50454
88.000;0.50434
88.167;0.50414
88.333;0.50394
88.500;0.50374
88.667;0.50354
88.833;0.50334
89.000;0.50314
89.167;0.50294
89.333;0.50274
89.500;0.50254
89.667;0.50234
89.833;0.50214
90.000;0.50194
90.167;0.50174
90.333;0.50154
90.500;0.50134
90.667;0.50114
90.833;0.50094
91.000;0.50074
91.167;0.50054
91.333;0.50034
91.500;0.50014
91.667;0.49994
91.833;0.49974
92.000;0.49954
92.167;0.49934
92.333;0.49914
92.500;0.49894
92.667;0.49874
92.833;0.49854
93.000;0.49834
93.167;0.49814
93.333;0.49794
93.500;0.49774
93.667;0.49754
93.833;0.49734
94.000;0.49714
94.167;0.49694
94.333;0.49674
94.500;0.49654
94.667;0.49634
94.833;0.49614
95.000;0.49594
95.167;0.49574
95.333;0.49554
95.500;0.49534
95.667;0.49514
95.833;0.49494
96.000;0.49474
96.167;0.49454
96.333;0.49434
96.500;0.49414
96.667;0.49394
96.833;0.49374
97.000;0.49354
97.167;0.49334
97.333;0.49314
97.500;0.49294
97.667;0.49274
97.833;0.49254
98.000;0.49234
98.167;0.49214
98.333;0.49194
98.500;0.49174
98.667;0.49154
98.833;0.49134
99.000;0.49114
99.167;0.49094
99.333;0.49074
99.500;0.49054
99.667;0.49034
99.833;0.49014
100.000;0.48994
