PV;Wind Coast;Wind Offshore
0.001;0.218925;0.593295
0.019;0.252911;0.587998
0.054;0.227133;0.568666
0.081;0.266831;0.566675
0.095;0.330175;0.560671
0.092;0.343549;0.547755
0.066;0.400972;0.562776
0.032;0.420273;0.588004
0.003;0.415336;0.595701
0;0.379023;0.564684
0;0.323649;0.496272
0;0.292557;0.397135
0;0.262197;0.296768
0;0.228994;0.217354
0;0.208849;0.15971
0;0.19064;0.120028
0;0.170832;0.101124
0;0.15157;0.104017
0;0.15722;0.133792
0;0.156702;0.193569
0;0.147872;0.256519
0;0.14797;0.294631
0;0.146452;0.305595
0;0.153639;0.303141
0.005;0.161628;0.313861
0.03;0.150033;0.35156
0.055;0.161556;0.432575
0.086;0.179341;0.529173
0.138;0.190807;0.605526
0.184;0.177711;0.646936
0.137;0.138651;0.655816
0.073;0.111564;0.613194
0.017;0.11436;0.520173
0;0.151616;0.425075
0;0.223305;0.385404
0;0.27086;0.367216
0;0.287351;0.371789
0;0.264676;0.433907
0;0.261645;0.50276
0;0.251738;0.549223
0;0.259823;0.588008
0;0.278389;0.620006
0;0.295769;0.673314
0;0.349016;0.7351
0;0.3189;0.775215
0;0.305356;0.808691
0;0.333494;0.846633
0;0.351158;0.868636
0.045;0.371786;0.876728
0.18;0.39653;0.866291
0.298;0.409642;0.845398
0.39;0.393628;0.819317
0.46;0.343603;0.770826
0.398;0.284698;0.718612
0.153;0.228993;0.679402
0.069;0.198574;0.657982
0.019;0.208126;0.627328
0;0.186958;0.564824
0;0.160924;0.457526
0;0.164028;0.361943
0;0.155573;0.333513
0;0.136554;0.35026
0;0.113831;0.354665
0;0.099534;0.319296
0;0.098954;0.275971
0;0.099529;0.260098
0;0.099627;0.273111
0;0.097111;0.281166
0;0.095011;0.303756
0;0.101071;0.35047
0;0.105978;0.385808
0;0.112706;0.398584
0.009;0.112382;0.411607
0.065;0.099528;0.411717
0.125;0.090447;0.395502
0.175;0.092778;0.367235
0.183;0.107465;0.343336
0.143;0.115143;0.335952
0.098;0.111279;0.329215
0.053;0.108041;0.310844
0.01;0.122572;0.287893
0;0.143818;0.263896
0;0.154094;0.25448
0;0.17129;0.26747
0;0.190877;0.303584
0;0.213589;0.349132
0;0.229516;0.399022
0;0.228996;0.452085
0;0.237526;0.51262
0;0.255553;0.57802
0;0.27041;0.622705
0;0.275104;0.653863
0;0.253419;0.65265
0;0.22377;0.603452
0;0.225337;0.528708
0;0.235609;0.448303
0.015;0.229025;0.392968
0.082;0.20464;0.371791
0.175;0.14007;0.390166
0.28;0.140061;0.409225
0.402;0.186246;0.435349
0.399;0.194805;0.474673
0.261;0.177717;0.498231
0.119;0.206365;0.491961
0.024;0.235564;0.430975
0;0.235601;0.364964
0;0.229001;0.338637
0;0.22904;0.32287
0;0.23189;0.349151
0;0.2488;0.422447
0;0.278038;0.497474
0;0.289611;0.552574
0;0.254555;0.599831
0;0.2276;0.644725
0;0.235192;0.693401
0;0.250759;0.755823
0;0.250973;0.802607
0;0.28371;0.843669
0;0.299922;0.862799
0;0.341294;0.873594
0.059;0.397731;0.88647
0.201;0.412524;0.8988
0.308;0.413724;0.920291
0.3;0.461185;0.950006
0.291;0.518431;0.969252
0.227;0.59504;0.975978
0.105;0.617866;0.976679
0.035;0.648458;0.975446
0.005;0.690136;0.973189
0;0.729924;0.973107
0;0.760097;0.972228
0;0.756258;0.976708
0;0.744844;0.969252
0;0.7362;0.935962
0;0.689505;0.891344
0;0.62179;0.831761
0;0.55406;0.790053
0;0.510632;0.762287
0;0.481417;0.752398
0;0.443645;0.742845
0;0.414546;0.734538
0;0.405527;0.692546
0;0.383808;0.652276
0;0.346892;0.623908
0.015;0.323645;0.609858
0.062;0.299115;0.599909
0.087;0.287705;0.601425
0.102;0.287662;0.582196
0.113;0.28922;0.560894
0.14;0.27732;0.542986
0.115;0.27194;0.512038
0.08;0.277244;0.462153
0.032;0.275771;0.39375
0;0.262493;0.339098
0;0.246127;0.344951
0;0.220835;0.393636
0;0.204643;0.456264
0;0.200251;0.498312
0;0.195185;0.55476
0;0.194077;0.608347
0;0.201634;0.636352
0;0.212371;0.696293
0;0.219008;0.762487
0;0.276342;0.826412
0;0.315627;0.861625
0;0.341301;0.860184
0;0.347689;0.867641
0;0.362473;0.878752
0.025;0.361189;0.858044
0.13;0.339756;0.820575
0.305;0.32367;0.791865
0.39;0.311685;0.763964
0.439;0.335399;0.689489
0.399;0.338532;0.642283
0.325;0.346408;0.598403
0.19;0.294663;0.534171
0.046;0.27425;0.45905
0;0.260148;0.410893
0;0.234204;0.382107
0;0.224969;0.346632
0;0.210818;0.285261
0;0.193254;0.228998
0;0.166059;0.213048
0;0.158203;0.222559
0;0.168965;0.270881
0;0.201059;0.354736
0;0.238264;0.467442
0;0.252942;0.624844
0;0.287841;0.750392
0;0.350884;0.841695
0;0.39469;0.892806
0;0.445231;0.925992
0.013;0.486592;0.944269
0.072;0.510634;0.941916
0.117;0.441485;0.949932
0.188;0.502476;0.976298
0.275;0.607683;0.972696
0.302;0.665027;0.974409
0.27;0.682571;0.966253
0.14;0.701998;0.936448
0.044;0.750214;0.903476
0;0.799631;0.922326
0;0.844089;0.965625
0;0.856758;0.976016
0;0.81631;0.969724
0;0.746963;0.967597
0;0.695695;0.962657
0;0.68509;0.953757
0;0.657999;0.944765
0;0.616455;0.925367
0;0.571325;0.888396
0;0.529173;0.838879
0;0.476271;0.810262
0;0.40396;0.791139
0;0.395348;0.809752
0;0.395927;0.809668
0.033;0.447444;0.808649
0.14;0.486364;0.850916
0.165;0.495075;0.906499
0.156;0.524507;0.939286
0.165;0.55255;0.949608
0.127;0.590208;0.958946
0.077;0.634325;0.969578
0.034;0.676903;0.976831
0.009;0.714667;0.972909
0;0.751095;0.969918
0;0.744514;0.967999
0;0.761184;0.966999
0;0.776288;0.964044
0;0.790064;0.968541
0;0.80007;0.972707
0;0.810091;0.976325
0;0.804182;0.97682
0;0.783251;0.975826
0;0.738832;0.9701
0;0.701903;0.974518
0;0.673198;0.971978
0;0.632888;0.973013
0;0.675943;0.972604
0;0.704289;0.974015
0.018;0.76631;0.975585
0.111;0.798578;0.975867
0.231;0.842507;0.943429
0.321;0.897019;0.813173
0.346;0.928635;0.710467
0.279;0.94339;0.681243
0.142;0.944348;0.7309
0.068;0.935576;0.810124
0.025;0.920289;0.877155
0;0.895879;0.922497
0;0.876405;0.949165
0;0.850923;0.96625
0;0.809835;0.975978
0;0.742825;0.973908
0;0.685792;0.96562
0;0.660273;0.953749
0;0.628913;0.917327
0;0.612555;0.882955
0;0.554852;0.856061
0;0.489283;0.82513
0;0.421642;0.76705
0;0.354758;0.703759
0;0.316698;0.607698
0;0.30728;0.573405
0.008;0.285312;0.566428
0.026;0.276904;0.494894
0.03;0.249022;0.383075
0.032;0.211167;0.28731
0.049;0.181172;0.210781
0.054;0.19088;0.180543
0.027;0.208033;0.261824
0.064;0.172557;0.412194
0.02;0.156731;0.490198
0;0.185076;0.53148
0;0.211323;0.605527
0;0.257871;0.718335
0;0.3466;0.809751
0;0.422732;0.876299
0;0.465713;0.90075
0;0.487057;0.889582
0;0.552097;0.901052
0;0.608258;0.903494
0;0.629149;0.893427
0;0.641933;0.887507
0;0.632224;0.874878
0;0.636398;0.862875
0;0.649562;0.867934
0;0.666821;0.913093
0.011;0.665024;0.939465
0.032;0.665053;0.953066
0.056;0.69343;0.957963
0.079;0.711872;0.958186
0.111;0.691302;0.9514
0.091;0.675033;0.946329
0.09;0.669581;0.941255
0.107;0.662448;0.929538
0.058;0.653766;0.912303
0;0.639551;0.903184
0;0.605206;0.886416
0;0.559291;0.848883
0;0.521079;0.828348
0;0.512296;0.81993
0;0.510499;0.813531
0;0.477888;0.798427
0;0.441464;0.780169
0;0.39826;0.791548
0;0.427416;0.803233
0;0.45492;0.80177
0;0.418523;0.768013
0;0.406131;0.694725
0;0.356447;0.613146
0;0.329884;0.50035
0.02;0.274549;0.393622
0.065;0.201521;0.345371
0.096;0.166596;0.324618
0.12;0.161747;0.347602
0.148;0.194796;0.406347
0.165;0.224526;0.466162
0.172;0.237467;0.516452
0.171;0.202257;0.552095
0.088;0.207701;0.613987
0;0.285801;0.684573
0;0.353956;0.716912
0;0.372748;0.729391
0;0.377835;0.744567
0;0.369837;0.749333
0;0.373138;0.776285
0;0.356994;0.781083
0;0.34915;0.777847
0;0.383228;0.813096
0;0.436423;0.799216
0;0.448396;0.795241
0;0.428017;0.763549
0;0.416575;0.742596
0;0.396467;0.73496
0;0.406887;0.729118
0.108;0.412211;0.719107
0.245;0.375219;0.722791
0.316;0.334224;0.7351
0.341;0.339067;0.7579
0.346;0.37176;0.791512
0.337;0.38784;0.810858
0.279;0.412195;0.81307
0.158;0.429733;0.784761
0.041;0.391674;0.772508
0;0.364953;0.740838
0;0.350466;0.731059
0;0.307136;0.747443
0;0.336543;0.738586
0;0.291106;0.721007
0;0.288854;0.645736
0;0.261401;0.598417
0;0.238858;0.581317
0;0.22143;0.574846
0;0.220715;0.579433
0;0.237191;0.572611
0;0.244186;0.536016
0;0.235593;0.486929
0;0.218928;0.454392
0;0.210785;0.436251
0.067;0.177725;0.435917
0.187;0.125678;0.448067
0.292;0.111403;0.462007
0.359;0.1567;0.485565
0.394;0.177707;0.496927
0.384;0.181818;0.490094
0.331;0.173207;0.466436
0.225;0.146431;0.422725
0.097;0.149584;0.376801
0.002;0.159716;0.341303
0;0.154296;0.313871
0;0.142753;0.29618
0;0.135203;0.296889
0;0.137226;0.330075
0;0.14739;0.37179
0;0.156323;0.403962
0;0.159144;0.409358
0;0.15874;0.3915
0;0.15641;0.357671
0;0.147876;0.316017
0;0.134763;0.27885
0;0.127438;0.261853
0;0.133976;0.268833
0.001;0.15318;0.29675
0.17;0.166706;0.336847
0.35;0.11407;0.350177
0.479;0.072483;0.329119
0.55;0.061461;0.309579
0.568;0.062919;0.31854
0.54;0.072772;0.354768
0.463;0.085849;0.406867
0.333;0.128958;0.468927
0.151;0.208858;0.551525
0.004;0.29299;0.631004
0;0.357024;0.685021
