PV;Wind Binnenland;Wind Coast;Wind Offshore
0.002;0.167975;0.20463;0.313839
0;0.212559;0.186695;0.307475
0;0.20616;0.176432;0.314335
0;0.183532;0.170718;0.343065
0;0.161955;0.172775;0.390578
0;0.136578;0.19087;0.443596
0;0.108693;0.207348;0.481415
0;0.087265;0.220712;0.50248
0.001;0.068646;0.227161;0.504806
0.025;0.041843;0.192191;0.496213
0.118;0.033181;0.209404;0.487252
0.274;0.044553;0.238413;0.473203
0.421;0.051063;0.259855;0.475545
0.547;0.057392;0.279544;0.477897
0.635;0.061227;0.296868;0.469225
0.687;0.065961;0.307351;0.454392
0.704;0.074562;0.319298;0.4504
0.685;0.0841;0.329112;0.453273
0.634;0.092434;0.329125;0.459067
0.549;0.104636;0.323961;0.463365
0.431;0.120076;0.31388;0.452047
0.286;0.136961;0.292544;0.423547
0.135;0.150963;0.261837;0.391102
0.028;0.164927;0.230529;0.359287
0.002;0.206398;0.217913;0.32546
0;0.24547;0.206397;0.278565
0;0.230563;0.187808;0.26354
0;0.190901;0.183393;0.278626
0;0.156692;0.18504;0.309483
0;0.137215;0.194713;0.352428
0;0.121989;0.218871;0.383233
0;0.107887;0.240607;0.393639
0.001;0.092621;0.24899;0.383251
0.026;0.049586;0.200249;0.379406
0.119;0.027033;0.210132;0.396892
0.276;0.022103;0.22071;0.430391
0.426;0.016478;0.222555;0.4779
0.547;0.015402;0.228167;0.546814
0.63;0.016977;0.248726;0.626921
0.679;0.017387;0.287324;0.701791
0.694;0.017785;0.33127;0.761723
0.675;0.020835;0.376475;0.808178
0.623;0.025384;0.422715;0.846776
0.53;0.028761;0.466975;0.874873
0.406;0.031352;0.504112;0.887455
0.271;0.035459;0.535397;0.88936
0.13;0.041089;0.550875;0.874859
0.034;0.06753;0.539597;0.864195
0.001;0.110919;0.515772;0.851323
0;0.114367;0.490508;0.7981
0;0.094106;0.469318;0.748166
0;0.074921;0.429737;0.724662
0;0.060655;0.398245;0.726845
0;0.051101;0.351407;0.759967
0;0.039019;0.349145;0.747899
0;0.024438;0.374523;0.732797
0;0.018634;0.364954;0.681149
0.028;0.024083;0.309555;0.617949
0.101;0.030358;0.309559;0.54568
0.254;0.053826;0.31469;0.482264
0.404;0.083697;0.299963;0.437082
0.527;0.112284;0.299256;0.414587
0.616;0.128255;0.319461;0.431304
0.666;0.140071;0.343532;0.462168
0.68;0.153007;0.359027;0.481416
0.659;0.16661;0.367177;0.482506
0.605;0.177698;0.359482;0.461505
0.521;0.183427;0.339077;0.427399
0.377;0.18669;0.305149;0.385529
0.244;0.182151;0.264776;0.349533
0.122;0.172077;0.222784;0.313845
0.035;0.160961;0.17251;0.287324
0.001;0.18507;0.132276;0.287944
0;0.176121;0.11929;0.305341
0;0.128641;0.112761;0.318648
0;0.078035;0.10727;0.341752
0;0.03772;0.112714;0.391054
0;0.016564;0.132172;0.423318
0;0.017093;0.156677;0.437294
0;0.037306;0.170215;0.500147
0;0.063898;0.159724;0.617678
0.034;0.079669;0.168609;0.7168
0.113;0.060954;0.225327;0.745293
0.242;0.066914;0.305935;0.748796
0.381;0.076835;0.355434;0.726824
0.499;0.100674;0.408181;0.721355
0.583;0.136895;0.47404;0.70405
0.589;0.179306;0.501964;0.66237
0.521;0.215635;0.48735;0.65089
0.462;0.239184;0.466866;0.668056
0.405;0.252225;0.463473;0.687131
0.341;0.258217;0.459875;0.71469
0.245;0.279906;0.475545;0.746983
0.143;0.303039;0.488811;0.772396
0.068;0.301939;0.49235;0.792711
0.019;0.249593;0.473204;0.79397
0;0.169195;0.451903;0.77787
0;0.106535;0.431979;0.751164
0;0.085435;0.432822;0.73521
0;0.077859;0.41801;0.727323
0;0.074651;0.414532;0.715967
0;0.075711;0.400571;0.709725
0;0.077376;0.390151;0.70643
0;0.073434;0.390152;0.698047
0;0.061779;0.367231;0.686396
0.032;0.044146;0.342565;0.668389
0.115;0.046784;0.349014;0.648887
0.26;0.046074;0.385551;0.634792
0.419;0.053844;0.39641;0.617022
0.545;0.070551;0.400374;0.596177
0.627;0.087871;0.400323;0.571756
0.674;0.104324;0.398646;0.557775
0.692;0.117261;0.39827;0.564558
0.67;0.130486;0.407427;0.583071
0.624;0.140666;0.417411;0.59021
0.528;0.146649;0.407209;0.593187
0.38;0.151491;0.393638;0.593056
0.241;0.14965;0.378553;0.582533
0.117;0.147866;0.349347;0.566059
0.032;0.144981;0.294855;0.544181
0;0.146028;0.253711;0.515608
0;0.159708;0.229181;0.502476
0;0.159702;0.22718;0.504813
0;0.161392;0.243319;0.508517
0;0.134434;0.254199;0.493246
0;0.105586;0.242283;0.477897
0;0.088034;0.231549;0.463211
0;0.07195;0.21808;0.459322
0;0.063665;0.200282;0.461536
0.032;0.043166;0.159716;0.465861
0.121;0.055761;0.14161;0.462466
0.27;0.081662;0.170331;0.457773
0.406;0.097505;0.193922;0.446075
0.521;0.122324;0.213288;0.436971
0.607;0.142956;0.234269;0.439961
0.634;0.160624;0.255827;0.467848
0.448;0.188102;0.275948;0.495043
0.309;0.198572;0.284266;0.510636
0.318;0.185034;0.285223;0.524821
0.297;0.172839;0.283152;0.531876
0.118;0.17449;0.280808;0.539559
0.064;0.169005;0.279726;0.557776
0.09;0.153305;0.275235;0.582464
0.04;0.127754;0.250984;0.591328
0.001;0.123086;0.227711;0.582266
0;0.14004;0.222577;0.566139
0;0.151492;0.227541;0.560042
0;0.156694;0.229012;0.560044
0;0.138678;0.238022;0.566377
0;0.119811;0.251366;0.566638
0;0.10396;0.256714;0.576107
0;0.088725;0.262407;0.590563
0;0.072636;0.264674;0.622723
0.031;0.039634;0.229047;0.636406
0.113;0.046779;0.208118;0.636424
0.248;0.076916;0.197926;0.61592
0.376;0.085284;0.208665;0.595709
0.482;0.088468;0.208164;0.582474
0.58;0.092654;0.218882;0.563949
0.655;0.093644;0.243356;0.553696
0.679;0.093128;0.27393;0.562303
0.665;0.091274;0.287345;0.574359
0.621;0.089178;0.289385;0.590693
0.526;0.095174;0.289235;0.588011
0.412;0.111229;0.280169;0.564562
0.275;0.12491;0.26312;0.519497
0.131;0.128178;0.239851;0.467986
0.033;0.129595;0.20726;0.4188
0.001;0.158341;0.192322;0.374424
0;0.170188;0.191424;0.312807
0;0.159907;0.192903;0.270656
0;0.14249;0.190734;0.24807
0;0.125287;0.192123;0.218871
0;0.111486;0.198533;0.190522
0;0.093776;0.19408;0.158429
0;0.069843;0.178788;0.125187
0;0.047356;0.14788;0.094657
0.031;0.032119;0.108114;0.078442
0.116;0.011597;0.089468;0.073628
0.26;0.002949;0.082787;0.072273
0.411;0.008529;0.081244;0.067481
0.538;0.013551;0.082725;0.062277
0.623;0.016739;0.086098;0.067906
0.668;0.019111;0.088884;0.08173
0.676;0.022447;0.089401;0.109809
0.654;0.026805;0.080983;0.141911
0.578;0.033377;0.069622;0.174338
0.446;0.039746;0.060484;0.198538
0.291;0.049213;0.053801;0.220736
0.136;0.074176;0.047746;0.247509
0.04;0.105589;0.041536;0.252984
0.007;0.093078;0.033303;0.234546
0;0.049569;0.022751;0.211605
0;0.020759;0.015542;0.204334
0;0.031591;0.015525;0.205482
0;0.056569;0.023437;0.211416
0;0.074571;0.041976;0.222557
0;0.088008;0.065756;0.233695
0;0.094248;0.087652;0.225325
0;0.099994;0.101813;0.191925
0;0.108819;0.103778;0.164715
0.008;0.111985;0.085917;0.161222
0.029;0.099686;0.070382;0.165256
0.056;0.080625;0.078755;0.164424
0.073;0.070636;0.080546;0.168472
0.095;0.078337;0.07279;0.179841
0.132;0.099558;0.060029;0.197139
0.185;0.100969;0.049224;0.212845
0.237;0.092332;0.043515;0.229135
0.266;0.083149;0.0391;0.227307
0.332;0.075354;0.035274;0.207461
0.394;0.073132;0.030644;0.18989
0.314;0.08121;0.026661;0.158224
0.185;0.085973;0.023109;0.118969
0.09;0.077509;0.021984;0.089334
0.032;0.063028;0.026316;0.080107
0;0.060134;0.031585;0.086377
0;0.065069;0.03641;0.104082
0;0.066702;0.041807;0.131969
0;0.05951;0.04577;0.165068
0;0.041455;0.044052;0.183147
0;0.021775;0.04448;0.183394
0;0.011158;0.050653;0.165049
0;0.014936;0.064293;0.141639
0;0.024937;0.08086;0.119627
0.032;0.037369;0.08093;0.09132
0.109;0.028869;0.066251;0.060889
0.221;0.01679;0.060405;0.03599
0.34;0.020041;0.060363;0.025933
0.441;0.030806;0.064218;0.024938
0.546;0.044372;0.072642;0.026314
0.602;0.068934;0.0861;0.027571
0.576;0.100417;0.097066;0.03255
0.5;0.12921;0.102061;0.041826
0.412;0.154689;0.099521;0.056733
0.216;0.194086;0.09137;0.079308
0.149;0.249725;0.086964;0.114361
0.102;0.300967;0.089578;0.153445
0.052;0.310502;0.096193;0.188637
0.017;0.288593;0.106645;0.233727
0;0.28522;0.125658;0.285249
0;0.280016;0.136555;0.316015
0;0.250833;0.131832;0.342973
0;0.215645;0.138679;0.390957
0;0.177712;0.151522;0.428689
0;0.152439;0.163852;0.447677
0;0.135554;0.170861;0.456457
0;0.12742;0.177679;0.470129
0;0.120155;0.180142;0.477887
0.028;0.095941;0.154281;0.481418
0.097;0.078883;0.128666;0.484325
0.213;0.091806;0.140164;0.473802
0.373;0.092191;0.147748;0.455998
0.472;0.103834;0.155391;0.435958
0.529;0.114949;0.160857;0.409518
0.524;0.12064;0.176116;0.395325
0.502;0.123511;0.200287;0.389902
0.496;0.127222;0.229467;0.378738
0.365;0.127084;0.244184;0.375055
0.354;0.121924;0.237007;0.386617
0.258;0.120033;0.227157;0.422707
0.197;0.126091;0.214497;0.454617
0.098;0.127654;0.198576;0.463856
0.031;0.11438;0.176104;0.462974
0;0.136594;0.156695;0.454407
0;0.154122;0.143153;0.437877
0;0.163512;0.136595;0.432189
0;0.146889;0.134195;0.446742
0;0.121747;0.135188;0.479938
0;0.096596;0.139193;0.515873
0;0.07054;0.141759;0.535272
0;0.058211;0.137195;0.536083
0;0.051163;0.12896;0.51721
0.015;0.052313;0.100815;0.478342
0.062;0.078074;0.09319;0.437265
0.145;0.077791;0.088158;0.399589
0.285;0.071969;0.083638;0.359273
0.4;0.071162;0.084788;0.318764
0.475;0.075187;0.087265;0.291874
0.545;0.083349;0.093845;0.287324
0.587;0.091797;0.105375;0.292571
0.577;0.096493;0.114776;0.300466
0.525;0.099894;0.124159;0.318645
0.469;0.100156;0.13384;0.336286
0.346;0.104673;0.140887;0.346889
0.196;0.111182;0.152612;0.385314
0.082;0.110414;0.162362;0.4122
0.024;0.094167;0.164822;0.417978
0;0.080945;0.148736;0.406172
0;0.070477;0.141407;0.407329
0;0.05665;0.146035;0.422512
0;0.06023;0.152173;0.432745
0;0.074807;0.155831;0.4197
0;0.086944;0.156615;0.408276
0;0.084131;0.165093;0.431212
0;0.077394;0.17934;0.464523
0;0.062623;0.178869;0.481406
0.024;0.040263;0.166614;0.474268
0.081;0.039135;0.169078;0.449039
0.156;0.030926;0.176093;0.430124
0.231;0.028765;0.185044;0.422733
0.315;0.035657;0.202664;0.427403
0.462;0.045976;0.226786;0.438987
0.56;0.053847;0.254698;0.459691
0.64;0.061272;0.287922;0.491963
0.661;0.069737;0.318962;0.523717
0.622;0.075919;0.3428;0.554593
0.539;0.081085;0.363047;0.589673
0.422;0.082652;0.386623;0.618806
0.279;0.081332;0.404055;0.645467
0.132;0.078864;0.402172;0.658196
0.032;0.075832;0.371765;0.648823
0;0.084415;0.34082;0.614978
0;0.092517;0.326924;0.579206
0;0.094981;0.302472;0.565698
0;0.095952;0.285388;0.564498
0;0.091786;0.296789;0.572769
0;0.086146;0.292555;0.582468
0;0.078278;0.275211;0.583225
0;0.063496;0.267508;0.578022
0;0.046646;0.244578;0.566989
0.027;0.023357;0.225289;0.569807
0.105;0.022675;0.285221;0.582466
0.226;0.02626;0.323721;0.582591
0.382;0.026603;0.345252;0.572012
0.511;0.028218;0.357341;0.553591
0.617;0.028413;0.361138;0.529078
0.669;0.028126;0.364469;0.497088
0.682;0.02888;0.360255;0.473882
0.662;0.030552;0.350443;0.449099
0.611;0.031468;0.337764;0.426189
0.52;0.029728;0.31603;0.38434
0.39;0.027425;0.28853;0.345811
0.238;0.025832;0.257878;0.319275
0.105;0.025502;0.224077;0.294639
0.028;0.033367;0.18942;0.266823
0;0.050955;0.16664;0.229038
0;0.057007;0.160514;0.200983
0;0.054155;0.153682;0.193039
0;0.047743;0.155933;0.188636
0;0.040357;0.151513;0.178955
0;0.032329;0.14282;0.166592
0;0.024251;0.12909;0.149948
0;0.017269;0.11184;0.129779
0;0.011927;0.089588;0.102267
0.028;0.008278;0.055361;0.072114
0.102;0.003221;0.036393;0.04405
0.214;0.004597;0.025713;0.021004
0.342;0.005636;0.019435;0.010227
0.48;0.006901;0.017015;0.006525
0.568;0.008255;0.016306;0.006946
0.632;0.011628;0.015758;0.008207
0.65;0.01756;0.01866;0.00896
0.622;0.024727;0.022951;0.007651
0.578;0.030776;0.026317;0.005951
0.498;0.034342;0.026874;0.003275
0.383;0.034263;0.026322;0.002167
0.247;0.033072;0.025293;0.002568
0.115;0.030289;0.024832;0.004307
0.03;0.036424;0.033215;0.008362
0;0.052115;0.046139;0.023318
0;0.05875;0.04295;0.03952
0;0.061605;0.034702;0.059758
0;0.06669;0.030364;0.08714
0;0.0752;0.035037;0.12378
0;0.082407;0.046642;0.163778
0;0.080496;0.060354;0.196808
0;0.077358;0.069539;0.225303
0;0.085901;0.072276;0.273665
0.021;0.091765;0.059526;0.303419
0.093;0.053324;0.030893;0.313846
0.228;0.035486;0.026028;0.316005
0.364;0.03312;0.028417;0.327425
0.482;0.041157;0.032054;0.35701
0.551;0.057589;0.035686;0.39016
0.595;0.081253;0.038698;0.377712
0.558;0.10903;0.040295;0.355638
0.462;0.144217;0.037475;0.311726
0.386;0.183484;0.03174;0.255452
0.222;0.212717;0.025815;0.196343
0.114;0.208154;0.022675;0.159945
0.092;0.163551;0.023707;0.167754
0.075;0.12089;0.025863;0.185043
0.02;0.093786;0.026055;0.178134
0;0.091219;0.033172;0.143565
0;0.096199;0.042175;0.118729
0;0.100348;0.047364;0.123853
0;0.101043;0.051343;0.124521
0;0.10535;0.05638;0.123651
0;0.112236;0.066429;0.120831
0;0.099537;0.077524;0.127865
0;0.083647;0.085499;0.150648
0;0.073208;0.085762;0.171886
0.019;0.052614;0.069829;0.181098
0.077;0.039621;0.052206;0.171976
0.187;0.045974;0.061171;0.135901
0.348;0.055974;0.076191;0.091769
0.464;0.06841;0.091343;0.059752
0.562;0.075977;0.099691;0.041492
0.632;0.079561;0.107691;0.03535
0.642;0.087399;0.116124;0.031426
0.62;0.091805;0.120498;0.022098
0.551;0.094453;0.112809;0.008463
0.461;0.092133;0.087517;0.009907
0.352;0.087446;0.059714;0.02356
0.239;0.077059;0.036157;0.060857
0.117;0.062192;0.020043;0.121299
0.029;0.05072;0.021637;0.18996
0;0.034271;0.047633;0.270873
0;0.022166;0.090825;0.352124
0;0.023217;0.136567;0.404101
0;0.042899;0.176426;0.448517
0;0.091438;0.220741;0.516182
0;0.166717;0.257865;0.545489
0;0.242256;0.280119;0.566705
0;0.261905;0.273205;0.571437
0;0.250952;0.231151;0.51857
0.023;0.220266;0.185045;0.504117
0.1;0.16568;0.156501;0.541807
0.23;0.260454;0.140066;0.595103
0.367;0.302186;0.168142;0.665285
0.478;0.287303;0.273453;0.715745
0.543;0.268845;0.324833;0.756236
0.424;0.254871;0.329122;0.785897
0.333;0.208168;0.302077;0.768513
0.498;0.179312;0.266841;0.692559
0.452;0.220719;0.229008;0.567259
0.318;0.266812;0.167951;0.438822
0.179;0.277574;0.107679;0.414534
0.101;0.210825;0.064856;0.404184
0.047;0.193188;0.027305;0.404072
0.014;0.173955;0.005799;0.456662
0;0.150052;0.015478;0.564703
0;0.144995;0.05593;0.636415
0;0.154267;0.130958;0.663615
0;0.177354;0.198269;0.654562
0;0.190885;0.220696;0.66204
0;0.190887;0.244164;0.630871
0;0.186701;0.256293;0.615146
0;0.176088;0.255376;0.61739
0;0.156687;0.253422;0.634307
0.022;0.113632;0.23971;0.665463
0.101;0.092984;0.220746;0.686582
0.246;0.078062;0.300203;0.717835
0.391;0.074572;0.395924;0.703289
0.509;0.081776;0.466035;0.691343
0.592;0.093172;0.4782;0.65367
0.638;0.103552;0.466261;0.588001
0.608;0.103125;0.439654;0.527309
0.503;0.099126;0.408401;0.487159
0.529;0.094562;0.368837;0.429749
0.476;0.082297;0.313863;0.387236
0.368;0.073351;0.276801;0.367235
0.232;0.072908;0.247215;0.3204
0.11;0.068296;0.206365;0.234586
0.027;0.058089;0.136974;0.1729
0;0.056175;0.117577;0.117227
0;0.041966;0.071823;0.103348
0;0.017544;0.059216;0.097228
0;0.005842;0.041694;0.128489
0;0.004958;0.040892;0.136437
0;0.011312;0.030631;0.181432
0;0.030956;0.043919;0.270872
0;0.071539;0.074385;0.35428
0;0.108714;0.106648;0.429892
0.023;0.131812;0.120182;0.46737
0.078;0.092502;0.088371;0.452059
0.174;0.087929;0.085438;0.454391
0.345;0.136983;0.081011;0.472605
0.423;0.158192;0.088591;0.504809
0.5;0.155134;0.099547;0.543077
0.558;0.133852;0.120015;0.589516
0.556;0.11082;0.150052;0.628729
0.542;0.089853;0.173449;0.653383
0.515;0.070255;0.183428;0.679145
0.464;0.054162;0.185577;0.696096
0.372;0.042805;0.212387;0.686931
0.247;0.03517;0.250961;0.655507
0.115;0.029579;0.257862;0.616334
0.026;0.031669;0.237428;0.56684
0;0.030882;0.212579;0.52797
0;0.024446;0.180941;0.49445
0;0.017956;0.169294;0.46827
0;0.013992;0.172265;0.436387
0;0.012791;0.176092;0.385607
0;0.015381;0.169259;0.324153
0;0.024844;0.152649;0.262828
0;0.042283;0.134221;0.208796
0;0.063267;0.114363;0.154522
0.021;0.082451;0.089789;0.109523
0.095;0.06024;0.046717;0.08261
0.24;0.030841;0.029427;0.072765
0.382;0.028873;0.029725;0.070735
0.5;0.02588;0.034246;0.073421
0.584;0.022953;0.03564;0.060677
0.632;0.020796;0.03304;0.040176
0.646;0.018839;0.028479;0.02351
0.628;0.017297;0.02446;0.013251
0.577;0.015978;0.020903;0.010113
0.495;0.016191;0.01834;0.017752
0.382;0.017935;0.019804;0.042724
0.247;0.022738;0.027288;0.086574
0.111;0.034739;0.046578;0.150044
0.023;0.073945;0.102503;0.232595
0;0.131088;0.179298;0.319926
0;0.178096;0.215092;0.387841
0;0.210801;0.215722;0.427399
0;0.236574;0.213224;0.455649
0;0.257873;0.214139;0.490556
0;0.274921;0.219365;0.524282
0;0.289946;0.227133;0.547261
0;0.309529;0.229105;0.554598
0;0.313858;0.220986;0.551594
0.02;0.288186;0.17122;0.533135
0.093;0.167607;0.119693;0.504476
0.239;0.078935;0.10233;0.483765
0.377;0.067316;0.142178;0.479016
0.488;0.072667;0.153386;0.496801
0.569;0.054187;0.142421;0.502038
0.615;0.041177;0.132468;0.507137
0.629;0.030055;0.129677;0.526974
0.612;0.020626;0.12761;0.533783
0.562;0.012792;0.122374;0.53148
0.479;0.007434;0.121546;0.542869
0.365;0.005077;0.139375;0.543785
0.232;0.005069;0.164824;0.491283
0.103;0.010378;0.183253;0.403679
0.023;0.025341;0.240395;0.32967
0;0.034109;0.309182;0.264064
0;0.03018;0.352745;0.17771
0;0.019118;0.377019;0.107525
0;0.011987;0.369186;0.060227
0;0.009081;0.335677;0.028459
0;0.007663;0.296751;0.01266
0;0.008143;0.262869;0.01102
0;0.011366;0.242276;0.018099
0;0.017024;0.222536;0.029164
0.02;0.02673;0.180654;0.042809
0.09;0.031324;0.138524;0.056976
0.22;0.025937;0.109986;0.06448
0.355;0.029673;0.092415;0.063904
0.464;0.039528;0.089783;0.069464
0.534;0.043524;0.094941;0.084085
0.578;0.040054;0.10939;0.109884
0.592;0.034095;0.123896;0.15005
0.573;0.03095;0.135216;0.208809
0.523;0.033161;0.149466;0.285242
0.442;0.041233;0.166626;0.371797
0.336;0.056137;0.210864;0.479932
0.213;0.075055;0.285922;0.59793
0.097;0.104294;0.359291;0.706418
0.022;0.161599;0.407486;0.793043
0;0.222527;0.419994;0.85019
0;0.262794;0.404076;0.870111
0;0.299943;0.385556;0.861317
0;0.333202;0.363492;0.8457
0;0.349445;0.336867;0.837766
0;0.352614;0.311112;0.834624
0;0.346908;0.292533;0.829906
0;0.345901;0.283155;0.825244
0;0.320375;0.266823;0.809575
0.02;0.266884;0.229319;0.783605
0.091;0.151437;0.193425;0.751887
0.228;0.077895;0.246997;0.730372
0.363;0.067244;0.318911;0.736834
0.474;0.058566;0.377827;0.74691
0.547;0.046987;0.406295;0.772382
0.589;0.037447;0.408376;0.803208
0.6;0.027145;0.408639;0.832092
0.578;0.023691;0.420935;0.855343
0.521;0.02672;0.438764;0.869331
0.429;0.028237;0.456393;0.872536
0.295;0.022221;0.470844;0.877417
0.145;0.01704;0.471678;0.890381
0.058;0.009368;0.465542;0.907895
0.011;0.023618;0.512731;0.932946
0;0.039357;0.538814;0.944491
0;0.047098;0.533783;0.943337
0;0.040946;0.499621;0.929534
0;0.017592;0.455098;0.905125
0;0.005831;0.40889;0.86353
0;0.007357;0.369511;0.80962
0;0.004373;0.349667;0.759514
0;0.004228;0.349322;0.737839
0;0.006348;0.340648;0.742824
0.003;0.012411;0.285219;0.765412
0.025;0.01718;0.346018;0.798942
0.068;0.023105;0.365483;0.800464
0.103;0.030603;0.395127;0.809595
0.147;0.03337;0.463927;0.84314
0.191;0.024066;0.529337;0.86917
0.232;0.011401;0.542827;0.876487
0.256;0.003007;0.521169;0.882041
0.242;0.001757;0.510893;0.87948
0.201;0.002565;0.517263;0.879816
0.114;0.007097;0.524744;0.891921
0.058;0.015825;0.533783;0.903879
0.035;0.029397;0.53148;0.901579
0.018;0.041162;0.502474;0.890236
0.003;0.064459;0.458195;0.884076
0;0.092759;0.414558;0.875704
0;0.093249;0.405339;0.856416
0;0.083714;0.389664;0.831454
0;0.078291;0.367214;0.799149
0;0.070883;0.341324;0.767101
0;0.075144;0.347325;0.737385
0;0.071748;0.316023;0.705362
0;0.074674;0.296777;0.685323
0;0.085282;0.273803;0.659676
0.013;0.082455;0.228476;0.619397
0.068;0.080127;0.202402;0.589576
0.154;0.092358;0.205401;0.557777
0.249;0.090033;0.215112;0.53148
0.347;0.079663;0.222551;0.512517
0.425;0.069754;0.213868;0.494089
0.503;0.059948;0.190898;0.473205
0.473;0.059272;0.160713;0.455671
0.406;0.071193;0.133849;0.435611
0.314;0.097869;0.110404;0.407339
0.246;0.135116;0.091241;0.371976
0.163;0.175113;0.075234;0.335048
0.097;0.210829;0.064611;0.294658
0.04;0.218046;0.062418;0.24887
0.007;0.186701;0.08546;0.215921
0;0.160148;0.124565;0.202114
0;0.152959;0.140039;0.181155
0;0.115281;0.123537;0.152689
0;0.095274;0.095936;0.109536
0;0.088278;0.063098;0.059069
0;0.086433;0.033367;0.029473
0;0.084032;0.019381;0.044014
0;0.090504;0.023027;0.103969
0;0.094942;0.026875;0.217234
0.017;0.082762;0.032604;0.330009
0.088;0.052774;0.055188;0.366066
0.224;0.055361;0.095329;0.345261
0.372;0.046236;0.126204;0.321633
0.498;0.03847;0.136574;0.29694
0.593;0.033376;0.123515;0.264319
0.647;0.029249;0.096877;0.231176
0.664;0.027163;0.076826;0.190914
0.647;0.025067;0.069508;0.145019
0.592;0.02134;0.070006;0.11085
0.508;0.017504;0.077322;0.08965
0.388;0.015002;0.088214;0.078631
0.244;0.013355;0.102612;0.072177
0.106;0.013455;0.114364;0.061398
0.02;0.023162;0.123806;0.049026
0;0.036492;0.121341;0.038953
0;0.04247;0.110857;0.034823
0;0.045892;0.100425;0.035277
0;0.04695;0.098911;0.0373
0;0.046312;0.09457;0.037891
0;0.046405;0.095003;0.037921
0;0.053076;0.091641;0.036141
0;0.072343;0.082219;0.031344
0;0.1085;0.06966;0.027914
0.017;0.154453;0.04724;0.026131
0.089;0.125106;0.024189;0.025556
0.239;0.080097;0.016482;0.028382
0.386;0.11124;0.014163;0.031431
0.506;0.108429;0.014618;0.035248
0.591;0.105111;0.015616;0.037166
0.639;0.105125;0.016572;0.042011
0.654;0.10554;0.017018;0.063796
0.634;0.106489;0.017392;0.101796
0.58;0.114916;0.018454;0.155635
0.447;0.146449;0.020745;0.212027
0.23;0.207583;0.023116;0.270124
0.128;0.216438;0.029011;0.316047
0.074;0.149646;0.052234;0.345361
0.017;0.114406;0.124668;0.355352
0;0.137002;0.200276;0.342899
0;0.202023;0.211955;0.354755
0;0.215201;0.190803;0.36862
0;0.168937;0.158582;0.349151
0;0.176102;0.13233;0.323709
0;0.199202;0.11922;0.288106
0;0.193663;0.125742;0.257058
0;0.177701;0.159123;0.255861
0;0.160505;0.177705;0.305597
0.017;0.141749;0.11174;0.319184
0.086;0.113521;0.048732;0.33088
0.206;0.161124;0.039246;0.349132
0.364;0.185567;0.059919;0.363914
0.472;0.196831;0.077278;0.360612
0.508;0.194928;0.090528;0.357014
0.515;0.182242;0.099784;0.323699
0.575;0.169629;0.104058;0.299463
0.56;0.165066;0.109805;0.295396
0.513;0.165085;0.119851;0.308581
0.419;0.160618;0.126768;0.336878
0.286;0.153702;0.133846;0.35451
0.173;0.142093;0.152001;0.354488
0.088;0.120472;0.15672;0.321473
0.016;0.09721;0.143597;0.286204
0;0.089742;0.120411;0.275825
0;0.084219;0.094011;0.306091
0;0.080873;0.082228;0.356999
0;0.079331;0.082329;0.39363
0;0.078873;0.090904;0.40819
0;0.085442;0.100143;0.414531
0;0.101127;0.110161;0.415865
0;0.127655;0.12077;0.412036
0;0.154783;0.1275;0.399797
0.015;0.161533;0.108895;0.395933
0.087;0.093703;0.068567;0.394451
0.236;0.111133;0.090007;0.409157
0.387;0.123315;0.110565;0.411498
0.512;0.124497;0.108958;0.38758
0.601;0.124774;0.090917;0.332421
0.651;0.121327;0.067095;0.262464
0.659;0.106497;0.044983;0.183497
0.63;0.099931;0.02765;0.120029
0.569;0.108534;0.016721;0.087191
0.474;0.110258;0.012174;0.077844
0.354;0.10054;0.011234;0.074009
0.221;0.092954;0.010853;0.072473
0.088;0.085448;0.011272;0.07148
0.017;0.085847;0.013421;0.068237
0;0.096776;0.016339;0.070573
0;0.090595;0.018504;0.074406
0;0.066706;0.020004;0.078238
0;0.039038;0.024556;0.078609
0;0.02106;0.030747;0.072729
0;0.011502;0.034283;0.062709
0;0.00846;0.035496;0.052416
0;0.010185;0.035474;0.04118
0;0.016049;0.033455;0.033395
0.014;0.023505;0.028684;0.030779
0.084;0.020329;0.017622;0.030414
0.223;0.02958;0.014012;0.034692
0.37;0.045087;0.013406;0.043755
0.483;0.063822;0.013514;0.049983
0.56;0.087496;0.011495;0.046363
0.602;0.11917;0.007594;0.043297
0.609;0.151525;0.006177;0.061131
0.584;0.182533;0.007156;0.107994
0.513;0.197569;0.013886;0.175613
0.398;0.19531;0.033007;0.257829
0.235;0.196852;0.060161;0.326855
0.143;0.190988;0.086176;0.368451
0.069;0.155339;0.100633;0.39204
0.01;0.120943;0.1083;0.410837
0;0.125002;0.113959;0.41774
0;0.125589;0.108015;0.414536
0;0.116629;0.095832;0.392354
0;0.112267;0.085429;0.361167
0;0.122835;0.077281;0.329498
0;0.152449;0.075029;0.302324
0;0.169421;0.082519;0.295144
0;0.186724;0.095437;0.304485
0;0.175942;0.099522;0.315863
0.011;0.136851;0.085441;0.311218
0.076;0.101541;0.050873;0.287328
0.199;0.120501;0.039889;0.254842
0.354;0.106518;0.026339;0.224153
0.48;0.08965;0.020674;0.192942
0.569;0.082441;0.024452;0.178873
0.626;0.082599;0.035497;0.188487
0.654;0.085429;0.052239;0.214521
0.636;0.089215;0.075161;0.246103
0.538;0.091863;0.100302;0.264289
0.462;0.090959;0.122352;0.270882
