PV;Wind Binnenland;Wind Coast;Wind Offshore
0;0.200253;0.259811;0.409475
0;0.193755;0.235593;0.38325
0;0.199596;0.21165;0.361778
0;0.185754;0.191346;0.340345
0;0.168964;0.17772;0.327113
0;0.151501;0.16911;0.319269
0.033;0.118968;0.135901;0.30957
0.193;0.062488;0.096948;0.293776
0.381;0.07316;0.096589;0.274722
0.532;0.090975;0.085563;0.258785
0.64;0.083769;0.070849;0.237957
0.705;0.084114;0.064985;0.212607
0.725;0.090832;0.069419;0.190497
0.702;0.099617;0.076975;0.182837
0.636;0.111658;0.083251;0.194731
0.526;0.124798;0.092911;0.224862
0.375;0.142289;0.108946;0.263648
0.193;0.16036;0.134541;0.302315
0.04;0.188967;0.171141;0.336007
0;0.261831;0.225278;0.364926
0;0.279282;0.241368;0.378786
0;0.262816;0.222557;0.369502
0;0.237467;0.219979;0.339716
0;0.212687;0.212348;0.300586
0;0.194761;0.210821;0.268865
0;0.177942;0.212581;0.248063
0;0.166608;0.215768;0.242252
0;0.15861;0.21589;0.249483
0;0.145804;0.212175;0.258101
0;0.135221;0.202343;0.275343
0.034;0.116257;0.172221;0.292554
0.173;0.075904;0.150606;0.304338
0.349;0.115322;0.16895;0.30719
0.451;0.123986;0.168657;0.291459
0.519;0.116521;0.160407;0.274997
0.569;0.108292;0.159771;0.261827
0.548;0.106342;0.16996;0.263014
0.533;0.107712;0.183659;0.287544
0.482;0.110155;0.198301;0.311725
0.378;0.116339;0.208126;0.319268
0.274;0.124064;0.218917;0.316996
0.136;0.136557;0.225036;0.323634
0.035;0.144988;0.231086;0.336843
0;0.186696;0.25903;0.354739
0;0.190905;0.249005;0.359262
0;0.179316;0.222324;0.34616
0;0.176089;0.210788;0.303883
0;0.15974;0.206388;0.257088
0;0.142449;0.208151;0.23082
0;0.135194;0.215678;0.229022
0;0.128651;0.225179;0.24639
0;0.12223;0.225163;0.284505
0;0.110731;0.224735;0.348919
0;0.104771;0.214992;0.430471
0.03;0.083722;0.208118;0.495972
0.129;0.081975;0.2207;0.55211
0.254;0.130287;0.275302;0.602531
0.318;0.163508;0.28526;0.627746
0.384;0.153762;0.279094;0.631979
0.411;0.136593;0.261842;0.632565
0.428;0.12148;0.240154;0.626824
0.404;0.115422;0.233811;0.613082
0.358;0.120843;0.242273;0.590219
0.269;0.134929;0.251441;0.562301
0.175;0.141438;0.268871;0.551495
0.097;0.141551;0.275967;0.56014
0.028;0.126265;0.285732;0.583019
0;0.138668;0.32367;0.622716
0;0.14142;0.32886;0.666258
0;0.126015;0.327771;0.696139
0;0.114033;0.344361;0.701779
0;0.103814;0.316011;0.684682
0;0.099653;0.283183;0.657993
0;0.096315;0.262719;0.626583
0;0.096253;0.246991;0.588001
0;0.092815;0.250944;0.549819
0;0.087682;0.253312;0.518809
0;0.092258;0.246126;0.50097
0.031;0.107154;0.207086;0.491959
0.14;0.099607;0.189511;0.492126
0.299;0.136596;0.211539;0.503581
0.45;0.178415;0.210816;0.498381
0.566;0.181281;0.214811;0.475541
0.636;0.155334;0.225338;0.438069
0.616;0.137433;0.242867;0.401219
0.565;0.141319;0.257836;0.375202
0.507;0.156699;0.260176;0.3748
0.439;0.172993;0.259859;0.400534
0.33;0.189921;0.258943;0.441979
0.179;0.189696;0.238889;0.473189
0.04;0.196837;0.229311;0.495135
0;0.23555;0.25114;0.538484
0;0.231676;0.275106;0.592298
0;0.204509;0.266853;0.609305
0;0.17193;0.28662;0.613357
0;0.150404;0.29678;0.603086
0;0.128043;0.285244;0.591101
0;0.108635;0.291439;0.572806
0;0.08762;0.293849;0.571579
0;0.072577;0.305089;0.574695
0;0.071195;0.276525;0.587919
0;0.07889;0.279103;0.613078
0.036;0.076708;0.235613;0.642409
0.159;0.054223;0.246103;0.666414
0.322;0.065604;0.266841;0.675835
0.481;0.072707;0.264844;0.678309
0.594;0.090628;0.253342;0.675935
0.675;0.125011;0.229301;0.675692
0.693;0.163547;0.204627;0.660026
0.663;0.188553;0.185347;0.620866
0.607;0.198757;0.176858;0.588221
0.509;0.208126;0.17965;0.579682
0.366;0.222571;0.205384;0.627356
0.2;0.23761;0.237499;0.677961
0.05;0.296742;0.307018;0.722779
0;0.404053;0.430704;0.765586
0;0.44364;0.447263;0.801827
0;0.417468;0.441329;0.839134
0;0.395796;0.435028;0.862164
0;0.375371;0.426899;0.845499
0;0.359283;0.395946;0.858084
0;0.341329;0.367199;0.861783
0;0.323671;0.346261;0.843673
0;0.311621;0.331056;0.822565
0;0.300276;0.317443;0.805922
0;0.289468;0.290232;0.795207
0.045;0.238136;0.286334;0.796679
0.204;0.133371;0.27898;0.790077
0.378;0.100273;0.273901;0.78072
0.519;0.171743;0.275128;0.779719
0.618;0.186731;0.284492;0.766526
0.676;0.206569;0.303141;0.755279
0.691;0.214767;0.302074;0.722802
0.654;0.202457;0.287324;0.665036
0.563;0.176072;0.27407;0.616546
0.409;0.150035;0.269598;0.632234
0.196;0.136071;0.275531;0.669392
0.071;0.129252;0.294682;0.715714
0.015;0.134073;0.404044;0.761686
0;0.131324;0.507142;0.794048
0;0.113963;0.519044;0.796728
0;0.094128;0.50429;0.775471
0;0.081688;0.483153;0.746085
0;0.089996;0.4681;0.706431
0;0.11241;0.44383;0.695768
0;0.133864;0.428731;0.704268
0;0.152473;0.411311;0.726489
0;0.169604;0.401049;0.743367
0;0.17412;0.361265;0.721021
0;0.169404;0.349138;0.70612
0.014;0.152799;0.28855;0.710908
0.072;0.109162;0.220926;0.71899
0.172;0.11988;0.258632;0.737766
0.283;0.154622;0.362534;0.763045
0.369;0.148205;0.444697;0.786828
0.422;0.126005;0.450922;0.773956
0.383;0.105987;0.41221;0.767152
0.379;0.086493;0.363577;0.772386
0.314;0.069712;0.321367;0.783671
0.197;0.057002;0.29123;0.793573
0.166;0.05594;0.263962;0.808177
0.106;0.061169;0.265163;0.832142
0.032;0.083807;0.357013;0.852102
0;0.116413;0.446174;0.857973
0;0.152424;0.442618;0.846334
0;0.198573;0.400581;0.799098
0;0.268918;0.371768;0.738759
0;0.323454;0.352673;0.690318
0;0.336864;0.336849;0.660189
0;0.350759;0.33472;0.646667
0;0.354775;0.32079;0.644941
0;0.347203;0.309752;0.639927
0;0.329145;0.292571;0.628401
0;0.304125;0.266668;0.619302
0.045;0.248507;0.186735;0.610796
0.19;0.136589;0.124317;0.595532
0.365;0.137899;0.132635;0.58686
0.508;0.230925;0.165072;0.599263
0.609;0.249613;0.215055;0.625858
0.668;0.255224;0.279386;0.65179
0.688;0.260234;0.32045;0.686596
0.668;0.257652;0.332502;0.721003
0.606;0.249041;0.324739;0.753837
0.505;0.239029;0.311691;0.782809
0.366;0.236303;0.30231;0.815827
0.201;0.242552;0.356418;0.859315
0.053;0.312132;0.452049;0.888728
0;0.426696;0.507845;0.896885
0;0.483752;0.477894;0.880815
0;0.47555;0.418401;0.862716
0;0.448163;0.385542;0.841221
0;0.408959;0.357931;0.791846
0;0.364956;0.333849;0.743495
0;0.335689;0.313856;0.696055
0;0.319907;0.296757;0.646086
0;0.315539;0.285193;0.600896
0;0.302989;0.26752;0.557777
0;0.299796;0.246081;0.521194
0.05;0.269284;0.181296;0.482595
0.21;0.161818;0.135195;0.450431
0.382;0.101874;0.125207;0.441482
0.521;0.176496;0.141769;0.462266
0.621;0.198532;0.168495;0.500139
0.679;0.181056;0.197843;0.537822
0.697;0.158197;0.20819;0.584429
0.676;0.136667;0.195921;0.624829
0.616;0.120415;0.184762;0.648846
0.517;0.10973;0.183397;0.663398
0.381;0.107675;0.193045;0.698025
0.216;0.108795;0.262455;0.754469
0.058;0.132084;0.378127;0.813056
0;0.168956;0.458967;0.849095
0;0.196825;0.453583;0.848074
0;0.205385;0.407062;0.804775
0;0.220705;0.36564;0.730867
0;0.235599;0.333774;0.647312
0;0.239625;0.309574;0.567585
0;0.240133;0.288863;0.495843
0;0.236465;0.269284;0.435267
0;0.22532;0.249024;0.38556
0;0.189833;0.229092;0.3516
0;0.146665;0.214422;0.338159
0.052;0.110651;0.150064;0.329148
0.208;0.055339;0.074838;0.316512
0.377;0.023917;0.053793;0.310204
0.514;0.021722;0.072933;0.313606
0.607;0.0423;0.091784;0.319295
0.664;0.04627;0.094888;0.32364
0.683;0.043079;0.095274;0.32426
0.663;0.04164;0.096365;0.32744
0.603;0.044283;0.099559;0.331186
0.506;0.05288;0.105924;0.33378
0.37;0.074648;0.115142;0.338011
0.209;0.11971;0.12428;0.343908
0.058;0.223789;0.161179;0.367302
0.001;0.353949;0.217599;0.412204
0;0.405249;0.25099;0.458291
0;0.393844;0.251888;0.480949
0;0.362596;0.238408;0.455784
0;0.33291;0.221089;0.400581
0;0.303181;0.203773;0.329121
0;0.272834;0.191487;0.261819
0;0.238443;0.183424;0.214203
0;0.208045;0.180139;0.188546
0;0.177717;0.179314;0.176934
0;0.152378;0.173754;0.172164
0.054;0.130252;0.119596;0.163554
0.21;0.069404;0.050391;0.139915
0.38;0.031165;0.028607;0.11374
0.516;0.033444;0.037311;0.100239
0.614;0.041174;0.045839;0.10835
0.672;0.036534;0.041758;0.122868
0.69;0.031701;0.035785;0.140053
0.671;0.029446;0.031829;0.163548
0.612;0.029806;0.031078;0.204501
0.513;0.0334;0.035094;0.260366
0.378;0.041328;0.043319;0.329245
0.215;0.0564;0.065217;0.404073
0.061;0.087252;0.120504;0.480262
0.001;0.140597;0.22941;0.546257
0;0.196803;0.343529;0.605598
0;0.240463;0.398248;0.653622
0;0.277771;0.404066;0.679074
0;0.307343;0.398253;0.680173
0;0.324654;0.383228;0.657007
0;0.333018;0.364931;0.611823
0;0.339079;0.35701;0.567892
0;0.343514;0.34688;0.546784
0;0.344479;0.326942;0.55675
0;0.346909;0.316044;0.590215
0.057;0.28317;0.22529;0.60707
0.212;0.164562;0.157241;0.625239
0.378;0.11155;0.166399;0.664941
0.514;0.118805;0.313861;0.70829
0.613;0.179723;0.39149;0.774471
0.671;0.227145;0.440144;0.827663
0.687;0.263038;0.464841;0.86065
0.665;0.287307;0.481414;0.87991
0.599;0.303931;0.497677;0.891248
0.493;0.318928;0.518321;0.896917
0.35;0.318443;0.53148;0.900758
0.192;0.329479;0.545334;0.903101
0.057;0.398249;0.581437;0.915307
0.001;0.491401;0.601584;0.921236
0;0.517689;0.615778;0.91531
0;0.52108;0.629759;0.902492
0;0.506904;0.595534;0.889527
0;0.440522;0.513177;0.871073
0;0.385381;0.50071;0.857174
0;0.362641;0.581135;0.856643
0;0.362971;0.580305;0.89404
0;0.359359;0.647594;0.911342
0;0.331136;0.616691;0.890975
0.001;0.302061;0.569447;0.939299
0.059;0.218875;0.508164;0.95167
0.214;0.190806;0.528764;0.950941
0.38;0.316002;0.61738;0.934916
0.518;0.302123;0.686454;0.923078
0.616;0.295877;0.720282;0.910554
0.671;0.296991;0.742825;0.911362
0.684;0.283391;0.764522;0.914632
0.656;0.257861;0.773935;0.922198
0.588;0.224276;0.778377;0.929138
0.481;0.189474;0.763755;0.929272
0.338;0.167939;0.744015;0.930823
0.178;0.13062;0.704278;0.937397
0.053;0.118038;0.675868;0.942528
0.001;0.16382;0.661024;0.955777
0;0.234501;0.654716;0.953757
0;0.293392;0.644584;0.943338
0;0.310493;0.636407;0.929229
0;0.302865;0.616778;0.920263
0;0.296781;0.580248;0.916183
0;0.294679;0.54982;0.906975
0;0.285268;0.51294;0.900671
0;0.290358;0.479478;0.889671
0;0.302148;0.478174;0.85423
0;0.302429;0.426222;0.791556
0.05;0.243144;0.374463;0.759522
0.168;0.158463;0.304247;0.761258
0.318;0.153384;0.317253;0.761658
0.43;0.21892;0.305807;0.766175
0.411;0.254931;0.289023;0.772391
0.501;0.227182;0.29106;0.783266
0.632;0.215537;0.296769;0.78045
0.602;0.267079;0.302064;0.748142
0.537;0.341327;0.313362;0.746234
0.352;0.349131;0.332028;0.781283
0.115;0.378693;0.323622;0.806619
0.025;0.408536;0.326953;0.820556
0.007;0.287346;0.404552;0.848036
0;0.266826;0.492962;0.879919
0;0.309578;0.5199;0.87384
0;0.311019;0.491569;0.790035
0;0.277257;0.411953;0.777879
0;0.288178;0.404047;0.883872
0;0.284793;0.361826;0.784746
0;0.279942;0.217315;0.557776
0;0.293191;0.151555;0.500138
0;0.328179;0.142248;0.534806
0;0.354753;0.168961;0.560038
0.002;0.375223;0.198531;0.538595
0.067;0.354774;0.143157;0.485714
0.223;0.310869;0.120007;0.458251
0.374;0.414533;0.168974;0.536084
0.39;0.480338;0.231782;0.640622
0.372;0.49053;0.293575;0.694479
0.446;0.500146;0.328765;0.726545
0.454;0.536083;0.33035;0.74747
0.342;0.508084;0.296721;0.767556
0.232;0.437248;0.232904;0.749207
0.171;0.329795;0.185071;0.643835
0.112;0.229181;0.148788;0.457311
0.074;0.184567;0.127113;0.364962
0.032;0.138645;0.156478;0.348735
0;0.13026;0.225097;0.275988
0;0.099522;0.272637;0.177692
0;0.109587;0.29996;0.106507
0;0.120476;0.323637;0.035481
0;0.07264;0.349554;0.007689
0;0.055569;0.25291;0.079955
0;0.084863;0.169248;0.390137
0;0.110912;0.10444;0.541713
0;0.142929;0.107877;0.510634
0;0.159695;0.133831;0.373869
0;0.162334;0.147154;0.257864
0.042;0.118329;0.133831;0.206231
0.202;0.100125;0.154937;0.169337
0.334;0.088862;0.178746;0.195763
0.31;0.06905;0.190175;0.227187
0.555;0.057883;0.192079;0.223507
0.477;0.055946;0.212023;0.240364
0.29;0.071871;0.250458;0.280091
0.291;0.077924;0.270882;0.23559
0.322;0.074114;0.256896;0.186711
0.434;0.077396;0.219583;0.166644
0.337;0.074414;0.170219;0.150988
0.167;0.064016;0.120007;0.14645
0.048;0.051329;0.063803;0.15492
0.003;0.052647;0.050593;0.167879
0;0.08276;0.057073;0.151513
0;0.156701;0.065518;0.126597
0;0.244201;0.079026;0.124428
0;0.285259;0.087682;0.152318
0;0.284439;0.090172;0.233674
0;0.268858;0.109728;0.383608
0;0.263807;0.147752;0.522151
0;0.255515;0.179339;0.579846
0;0.254289;0.190914;0.58247
0.003;0.254538;0.190898;0.553747
0.06;0.193512;0.128382;0.507138
0.14;0.210774;0.078429;0.467092
0.189;0.333492;0.107569;0.516142
0.182;0.389681;0.132669;0.592793
0.236;0.354768;0.161555;0.616247
0.337;0.312215;0.184917;0.545931
0.371;0.303251;0.200298;0.429742
0.358;0.312882;0.202018;0.333912
0.364;0.336864;0.183396;0.317831
0.308;0.369099;0.147853;0.346901
0.19;0.35547;0.110327;0.370117
0.088;0.290415;0.078555;0.387866
0.029;0.250968;0.054402;0.3752
0.001;0.245661;0.052571;0.366677
0;0.212091;0.068439;0.339073
0;0.19395;0.095583;0.337751
0;0.198556;0.120047;0.346879
0;0.221124;0.13015;0.339075
0;0.228997;0.132199;0.299965
0;0.225293;0.120003;0.232982
0;0.216719;0.101148;0.161286
0;0.202508;0.080644;0.110359
0;0.190875;0.063675;0.079664
0.002;0.173995;0.050759;0.057244
0.045;0.125912;0.035477;0.041825
0.152;0.125086;0.026692;0.033633
0.278;0.113793;0.023751;0.031778
0.317;0.099483;0.02845;0.029069
0.38;0.086755;0.033641;0.020309
0.391;0.074851;0.035439;0.013742
0.383;0.059591;0.033397;0.010205
0.351;0.043781;0.030653;0.008112
0.329;0.031609;0.029801;0.006299
0.287;0.021591;0.030044;0.00469
0.224;0.014468;0.031363;0.005346
0.144;0.009027;0.034918;0.011415
0.065;0.005132;0.041916;0.020588
0.005;0.002646;0.059541;0.031361
0;0.002416;0.074546;0.042156
0;0.00435;0.07869;0.047282
0;0.005958;0.079165;0.048655
0;0.006022;0.085086;0.048507
0;0.004842;0.092163;0.054547
0;0.003701;0.105668;0.072011
0;0.00282;0.132555;0.098097
0;0.002879;0.168933;0.131154
0;0.005288;0.19956;0.166603
0.003;0.009821;0.205699;0.19705
0.06;0.014603;0.176383;0.234354
0.157;0.013826;0.175656;0.26508
0.29;0.021408;0.208868;0.302045
0.437;0.036456;0.217698;0.321581
0.521;0.048036;0.235573;0.34615
0.598;0.067353;0.246092;0.375203
0.641;0.092512;0.23749;0.414555
0.573;0.115555;0.205221;0.441237
0.384;0.142573;0.179331;0.464203
0.233;0.174974;0.164125;0.484362
0.173;0.204776;0.161686;0.503651
0.11;0.215771;0.155231;0.506935
0.051;0.210045;0.140709;0.502584
0.003;0.206377;0.139667;0.49162
0;0.188592;0.128095;0.471181
0;0.150324;0.104775;0.441467
0;0.138675;0.082389;0.387832
0;0.152464;0.069219;0.337962
0;0.142057;0.06139;0.283149
0;0.122787;0.060879;0.250989
0;0.106254;0.065825;0.220493
0;0.092269;0.072798;0.200268
0;0.088438;0.073183;0.175851
0;0.085428;0.069813;0.156768
0.039;0.077578;0.053382;0.154212
0.131;0.070372;0.04604;0.154779
0.313;0.058793;0.06288;0.160618
0.529;0.050489;0.081504;0.179323
0.648;0.049002;0.106511;0.20735
0.705;0.050464;0.126393;0.23501
0.721;0.052426;0.140065;0.264184
0.698;0.055366;0.158209;0.284929
0.636;0.056943;0.177704;0.274184
0.534;0.057453;0.191795;0.247383
0.395;0.061765;0.206364;0.236728
0.232;0.068284;0.2136;0.246122
0.079;0.077653;0.206793;0.252933
0.006;0.101728;0.203693;0.255034
0;0.124968;0.20158;0.250957
0;0.138074;0.184189;0.237458
0;0.133486;0.179307;0.216527
0;0.112113;0.174653;0.200302
0;0.085445;0.184143;0.210785
0;0.059001;0.179704;0.245262
0;0.035591;0.174519;0.292555
0;0.018699;0.206442;0.333811
0;0.009261;0.218528;0.357029
0.004;0.004249;0.200522;0.359269
0.056;0.003922;0.185046;0.353282
0.13;0.006358;0.187742;0.341317
0.272;0.00862;0.204017;0.327842
0.415;0.009801;0.220748;0.318008
0.581;0.009634;0.234764;0.315433
0.674;0.011892;0.252535;0.321617
0.695;0.012877;0.272843;0.341302
0.669;0.016492;0.289403;0.365214
0.607;0.020847;0.305198;0.387855
0.508;0.027523;0.318301;0.4088
0.369;0.036772;0.320383;0.425076
0.212;0.050576;0.309577;0.437777
0.077;0.06985;0.288764;0.453713
0.007;0.090096;0.251614;0.456234
0;0.090093;0.228361;0.460443
0;0.075181;0.239787;0.47789
0;0.060024;0.252931;0.511407
0;0.050272;0.270852;0.56456
0;0.05035;0.304169;0.577694
0;0.059635;0.288344;0.557778
0;0.069633;0.27646;0.538389
0;0.06733;0.322824;0.515441
0;0.046125;0.34131;0.50714
0.001;0.025635;0.324195;0.506922
0.02;0.021235;0.313856;0.497219
0.066;0.031741;0.352919;0.492926
0.193;0.035205;0.377603;0.502738
0.401;0.03419;0.385545;0.528677
0.583;0.039135;0.383227;0.54632
0.656;0.048291;0.395683;0.567339
0.684;0.063374;0.425176;0.593822
0.625;0.095657;0.477661;0.612212
0.506;0.141104;0.508033;0.619044
0.327;0.175963;0.516144;0.623772
0.169;0.18927;0.498505;0.637508
0.065;0.160784;0.454395;0.662809
0.025;0.120947;0.391303;0.6847
0.003;0.133826;0.341305;0.710037
0;0.16664;0.349139;0.728159
0;0.169508;0.330762;0.73901
0;0.170724;0.350168;0.748519
0;0.160043;0.387863;0.756269
0;0.140044;0.404262;0.759754
0;0.117118;0.404666;0.761915
0;0.089723;0.407469;0.766196
0;0.078868;0.410773;0.770813
0;0.087593;0.41933;0.750293
0.002;0.091796;0.337316;0.701771
0.048;0.085955;0.268847;0.646563
0.165;0.08343;0.349592;0.608847
0.265;0.078875;0.362092;0.590685
0.514;0.085804;0.366794;0.605526
0.592;0.094163;0.378821;0.638466
0.62;0.106199;0.398987;0.672984
0.619;0.123689;0.425071;0.695208
0.584;0.135206;0.454595;0.70111
0.506;0.138634;0.475543;0.702476
0.425;0.137076;0.47085;0.712878
0.299;0.136738;0.463402;0.740488
0.16;0.135593;0.454873;0.759556
0.067;0.12535;0.406656;0.767177
0.007;0.122632;0.329117;0.787384
0;0.115809;0.310278;0.808191
0;0.086654;0.308127;0.820561
0;0.063576;0.304865;0.817681
0;0.049411;0.311717;0.804554
0;0.043961;0.323648;0.790348
0;0.055976;0.321782;0.769643
0;0.071985;0.345449;0.755216
0;0.069876;0.33906;0.752859
0;0.057166;0.335185;0.738574
0;0.04806;0.30306;0.712867
0.017;0.05033;0.242249;0.671198
0.067;0.069546;0.227534;0.616632
0.229;0.10412;0.215411;0.560037
0.367;0.118477;0.190911;0.536084
0.393;0.140886;0.184332;0.554698
0.436;0.179275;0.191076;0.587623
0.412;0.220695;0.204744;0.616314
0.35;0.255924;0.227536;0.635873
0.327;0.277619;0.259826;0.646419
0.279;0.274381;0.293418;0.644446
0.191;0.258937;0.311536;0.630756
0.096;0.220224;0.300326;0.609854
0.051;0.157942;0.254515;0.58247
0.007;0.151979;0.246093;0.553422
0;0.18036;0.256152;0.526136
0;0.191455;0.235599;0.506121
0;0.186719;0.204602;0.507793
0;0.170314;0.17444;0.524115
0;0.151458;0.147891;0.539335
0;0.133859;0.121058;0.55565
0;0.128978;0.100587;0.582472
0;0.131675;0.090968;0.627572
0;0.116451;0.085519;0.673963
0.004;0.093769;0.090067;0.708299
0.039;0.066707;0.086808;0.727678
0.068;0.068036;0.095955;0.736861
0.152;0.094135;0.108785;0.719069
0.252;0.131739;0.12101;0.682494
0.462;0.151539;0.137045;0.639619
0.483;0.159542;0.169279;0.599195
0.507;0.159026;0.213066;0.564937
0.524;0.159715;0.252932;0.539686
0.508;0.17039;0.277823;0.537408
0.427;0.190147;0.295269;0.564554
0.315;0.205817;0.302664;0.587997
0.169;0.212351;0.299963;0.584923
0.071;0.190866;0.272362;0.57047
0.01;0.185905;0.230775;0.5623
0;0.197419;0.223788;0.565198
0;0.184048;0.230345;0.58241
0;0.161484;0.253209;0.607698
0;0.147275;0.293142;0.63955
0;0.133436;0.32692;0.669641
0;0.122406;0.343551;0.706439
0;0.118633;0.35475;0.748383
0;0.116566;0.35703;0.778991
0;0.120735;0.371799;0.786101
0.01;0.121301;0.371768;0.773924
0.085;0.07585;0.331255;0.753652
0.233;0.069782;0.333128;0.731498
0.376;0.081768;0.400558;0.694612
0.466;0.08353;0.443275;0.639534
0.511;0.091093;0.443832;0.580651
0.538;0.105981;0.408015;0.549822
0.605;0.127308;0.373298;0.540691
0.556;0.146455;0.360604;0.535501
0.441;0.165724;0.35204;0.536084
0.313;0.183047;0.334912;0.541602
0.207;0.190887;0.308924;0.538859
0.109;0.176075;0.266851;0.523283
0.047;0.132034;0.217715;0.502476
0.007;0.136569;0.2062;0.481406
0;0.153514;0.222545;0.451312
0;0.14647;0.235359;0.422721
0;0.124296;0.245564;0.411711
0;0.097905;0.252947;0.406154
0;0.076562;0.255473;0.392378
0;0.061127;0.253552;0.374791
0;0.051812;0.247285;0.35477
0;0.041477;0.238529;0.331248
0;0.030381;0.215536;0.285248
0.009;0.020053;0.179295;0.22294
0.072;0.012858;0.117246;0.165051
0.166;0.007301;0.097689;0.124011
0.318;0.008376;0.092307;0.112161
0.414;0.011716;0.09633;0.122105
0.495;0.015275;0.099531;0.138679
0.565;0.020323;0.099142;0.151276
0.587;0.022312;0.099552;0.150037
0.587;0.023171;0.097043;0.13208
0.559;0.022415;0.085425;0.102855
0.5;0.023204;0.067258;0.070913
0.368;0.021361;0.049425;0.050331
0.214;0.017551;0.034079;0.040176
0.079;0.010016;0.021244;0.035707
0.011;0.00311;0.010807;0.038946
0;0.029019;0.00917;0.044489
0;0.080584;0.018772;0.051364
0;0.138676;0.03551;0.064031
0;0.197466;0.060076;0.080592
0;0.257861;0.08872;0.098804
0;0.29676;0.119304;0.104394
0;0.299921;0.124401;0.096521
0;0.280598;0.126665;0.091788
0;0.249844;0.133978;0.081258
0.003;0.215581;0.119782;0.079751
0.018;0.185622;0.07093;0.114346
0.068;0.149536;0.0544;0.160901
0.207;0.173878;0.077783;0.229753
0.351;0.233701;0.117167;0.323664
0.275;0.265057;0.149882;0.431357
0.39;0.321457;0.200164;0.539432
0.343;0.315235;0.259848;0.609864
0.178;0.270859;0.320445;0.63863
0.142;0.246085;0.349143;0.651574
0.091;0.216816;0.316021;0.698671
0.087;0.187568;0.285529;0.724549
0.05;0.208119;0.276545;0.725426
0.017;0.220698;0.266857;0.701221
0.002;0.208264;0.275992;0.655001
0;0.221991;0.279099;0.567784
0;0.257047;0.257832;0.516873
0;0.263865;0.237653;0.527588
0;0.255065;0.199846;0.507143
0;0.250979;0.189498;0.505619
0;0.257832;0.198284;0.539879
0;0.260479;0.185033;0.544566
0;0.274773;0.183427;0.53148
0;0.287697;0.184579;0.507571
0.012;0.245906;0.16056;0.462793
0.086;0.199277;0.128743;0.425064
0.223;0.199794;0.127409;0.424352
0.393;0.181692;0.143535;0.438433
0.497;0.149536;0.135469;0.43959
0.549;0.120011;0.120021;0.420023
0.497;0.089287;0.109387;0.429742
0.396;0.060792;0.098892;0.449027
0.332;0.04212;0.090442;0.462168
0.287;0.043801;0.085439;0.446167
0.214;0.06692;0.081864;0.422706
0.145;0.099978;0.076952;0.378466
0.089;0.121207;0.066713;0.337367
0.053;0.137756;0.060216;0.302813
0.01;0.177999;0.066522;0.266862
0;0.220251;0.076611;0.22822
0;0.235715;0.09132;0.20584
0;0.235575;0.114267;0.216856
0;0.259817;0.134932;0.244197
0;0.275988;0.142665;0.242749
0;0.299939;0.138195;0.258071
0;0.323631;0.126719;0.26733
0;0.330925;0.110503;0.288826
0;0.335732;0.083908;0.329658
0.001;0.319023;0.067654;0.379566
0.026;0.266192;0.065688;0.415276
0.07;0.216203;0.076617;0.420754
0.115;0.185074;0.120027;0.425052
0.227;0.172144;0.169291;0.417648
0.494;0.153275;0.210829;0.399005
0.494;0.151508;0.250956;0.378445
0.535;0.147897;0.280239;0.367202
0.56;0.13008;0.290562;0.341137
0.532;0.106407;0.275506;0.292733
0.454;0.082194;0.235591;0.233703
0.349;0.066987;0.189569;0.177713
0.213;0.050352;0.147487;0.133715
0.083;0.032777;0.111779;0.10018
0.014;0.028068;0.096016;0.075787
0;0.056321;0.085507;0.058595
0;0.108932;0.069271;0.044748
0;0.133023;0.054669;0.033311
0;0.117114;0.046405;0.034989
0;0.128664;0.048436;0.040774
0;0.133783;0.047441;0.03812
0;0.127316;0.051279;0.041989
0;0.124169;0.071434;0.068265
0;0.130574;0.101028;0.102289
0.005;0.130701;0.113874;0.137303
0.037;0.101237;0.081562;0.158373
0.1;0.077121;0.085448;0.169317
0.147;0.118913;0.075567;0.179309
0.195;0.17045;0.075043;0.192272
0.22;0.210827;0.081434;0.214534
0.199;0.237477;0.097309;0.242233
0.198;0.271942;0.131786;0.28876
0.204;0.302379;0.179846;0.362125
0.201;0.302537;0.225303;0.445059
0.213;0.283634;0.261903;0.513677
0.209;0.25831;0.304369;0.564123
0.163;0.229024;0.352185;0.590246
0.092;0.210312;0.378565;0.598262
0.02;0.250948;0.383231;0.600163
0;0.31601;0.390817;0.607683
0;0.316039;0.372184;0.620778
0;0.266835;0.367224;0.617955
0;0.230923;0.361767;0.595716
0;0.200298;0.35345;0.572394
0;0.173526;0.341247;0.553889
0;0.15377;0.329135;0.537772
0;0.151328;0.321904;0.524433
0;0.133182;0.311713;0.507142
0.014;0.102403;0.27597;0.495472
0.087;0.079206;0.215582;0.500145
0.247;0.135746;0.288835;0.481419
0.418;0.14708;0.295544;0.443773
0.562;0.128187;0.291557;0.427065
0.667;0.109332;0.29992;0.43717
0.713;0.098163;0.310719;0.446178
0.701;0.097065;0.319708;0.464127
0.654;0.104197;0.338139;0.484011
0.597;0.106766;0.364223;0.510633
0.505;0.114362;0.385529;0.527032
0.378;0.137281;0.39215;0.560041
0.235;0.16509;0.381123;0.555115
0.093;0.183499;0.347544;0.525403
0.019;0.203424;0.321187;0.511534
0;0.259827;0.332754;0.477901
0;0.287341;0.32912;0.417237
0;0.282943;0.324964;0.371788
0;0.268152;0.317945;0.333686
